Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg
 Manuel Torres Record: 11-2-0,"Height:5' 9""",Weight:145 lbs.,Reach:--,STANCE:  ,"DOB:Mar 25, 1995  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Salim Touahri Record: 10-4-0,"Height:5' 10""",Weight:170 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Sep 28, 1989  ",SLpM:2.60,Str. Acc.:46%,SApM:2.87,Str. Def:58%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:83%,Sub. Avg.:0.0,"
"
 Dequan Townsend Record: 21-12-0,"Height:6' 3""",Weight:205 lbs.,"Reach:79""",STANCE:Orthodox,"DOB:May 11, 1986  ",SLpM:1.23,Str. Acc.:34%,SApM:3.92,Str. Def:38%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:46%,Sub. Avg.:0.0,"
"
 Minoru Toyonaga Record: 2-5-0,"Height:5' 11""",Weight:195 lbs.,Reach:--,STANCE:Southpaw,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Roberto Traven Record: 6-4-1,"Height:6' 3""",Weight:227 lbs.,Reach:--,STANCE:Orthodox,"DOB:Sep 16, 1968  ",SLpM:0.92,Str. Acc.:50%,SApM:2.77,Str. Def:57%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Bryan Travers Record: 15-4-0,Height:--,Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Apr 11, 1983  ",SLpM:2.33,Str. Acc.:48%,SApM:3.93,Str. Def:55%,,TD Avg.:2.00,TD Acc.:28%,TD Def.:63%,Sub. Avg.:0.0,"
"
 Alexander Trevino Record: 7-7-0,Height:--,Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Francisco Trevino Record: 13-3-0,"Height:5' 9""",Weight:155 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Dec 17, 1981  ",SLpM:2.65,Str. Acc.:42%,SApM:2.42,Str. Def:64%,,TD Avg.:0.97,TD Acc.:22%,TD Def.:41%,Sub. Avg.:0.0,"
"
 Angelo Trevino Record: 7-3-0,"Height:5' 11""",Weight:170 lbs.,Reach:--,STANCE:Switch,"DOB:Jun 10, 1993  ",SLpM:5.19,Str. Acc.:54%,SApM:3.90,Str. Def:47%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Frank Trigg Record: 21-9-0,"Height:5' 9""",Weight:170 lbs.,"Reach:71""",STANCE:Southpaw,"DOB:May 07, 1972  ",SLpM:2.79,Str. Acc.:46%,SApM:1.90,Str. Def:56%,,TD Avg.:2.35,TD Acc.:47%,TD Def.:75%,Sub. Avg.:0.8,"
"
 Francisco Trinaldo Record: 26-8-0,"Height:5' 9""",Weight:155 lbs.,"Reach:70""",STANCE:Southpaw,"DOB:Aug 24, 1978  ",SLpM:3.08,Str. Acc.:43%,SApM:2.64,Str. Def:59%,,TD Avg.:1.03,TD Acc.:45%,TD Def.:60%,Sub. Avg.:0.5,"
"
 Damien Trites Record: 7-6-0,"Height:5' 11""",Weight:165 lbs.,Reach:--,STANCE:  ,"DOB:Aug 23, 1979  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Michael Trizano Record: 10-1-0,"Height:5' 11""",Weight:145 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Dec 31, 1991  ",SLpM:3.22,Str. Acc.:53%,SApM:2.36,Str. Def:58%,,TD Avg.:0.29,TD Acc.:50%,TD Def.:71%,Sub. Avg.:0.9,"
"
 Antonio Trocoli Record: 11-3-0 (1 NC),"Height:6' 5""",Weight:205 lbs.,"Reach:82""",STANCE:Orthodox,"DOB:Dec 06, 1990  ",SLpM:1.27,Str. Acc.:71%,SApM:4.56,Str. Def:25%,,TD Avg.:3.80,TD Acc.:100%,TD Def.:100%,Sub. Avg.:3.8,"
"
 Tor Troeng Record: 16-7-1,"Height:6' 2""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jan 25, 1983  ",SLpM:1.16,Str. Acc.:46%,SApM:3.26,Str. Def:32%,,TD Avg.:0.62,TD Acc.:7%,TD Def.:66%,Sub. Avg.:0.3,"
"
 Aaron Trujillo Record: 0-1-0,"Height:5' 5""",Weight:125 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Reynaldo Trujillo Record: 21-19-0,"Height:5' 9""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Jan 01, 1982  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Abel Trujillo Record: 15-8-0 (1 NC),"Height:5' 8""",Weight:155 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Sep 18, 1983  ",SLpM:2.65,Str. Acc.:41%,SApM:2.31,Str. Def:59%,,TD Avg.:2.18,TD Acc.:45%,TD Def.:40%,Sub. Avg.:0.4,"
"
 Arman Tsarukyan Record: 16-2-0,"Height:5' 7""",Weight:155 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Oct 11, 1996  ",SLpM:3.35,Str. Acc.:44%,SApM:1.43,Str. Def:62%,,TD Avg.:3.50,TD Acc.:35%,TD Def.:78%,Sub. Avg.:0.0,"
"
 Chris Tuchscherer Record: 21-4-0 (1 NC),"Height:6' 2""",Weight:258 lbs.,"Reach:76""",STANCE:Orthodox,"DOB:Sep 08, 1975  ",SLpM:1.35,Str. Acc.:31%,SApM:3.17,Str. Def:47%,,TD Avg.:1.19,TD Acc.:18%,TD Def.:0%,Sub. Avg.:0.6,"
"
 Jon Tuck Record: 10-5-0,"Height:5' 11""",Weight:155 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Aug 28, 1984  ",SLpM:3.00,Str. Acc.:40%,SApM:3.74,Str. Def:60%,,TD Avg.:0.42,TD Acc.:33%,TD Def.:50%,Sub. Avg.:1.0,"
"
 Gavin Tucker Record: 13-2-0,"Height:5' 6""",Weight:145 lbs.,"Reach:66""",STANCE:Southpaw,"DOB:Jun 17, 1986  ",SLpM:4.39,Str. Acc.:45%,SApM:4.28,Str. Def:57%,,TD Avg.:2.98,TD Acc.:42%,TD Def.:53%,Sub. Avg.:1.5,"
"
 Jumabieke Tuerxun Record: 19-4-1,"Height:5' 7""",Weight:135 lbs.,Reach:--,STANCE:Orthodox,"DOB:Apr 17, 1986  ",SLpM:1.60,Str. Acc.:28%,SApM:3.08,Str. Def:59%,,TD Avg.:0.47,TD Acc.:11%,TD Def.:66%,Sub. Avg.:0.9,"
"
 Tom Tuggle Record: 0-3-0,"Height:6' 2""",Weight:250 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:2.14,Str. Def:0%,,TD Avg.:32.14,TD Acc.:100%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Blair Tugman Record: 10-6-0,"Height:6' 0""",Weight:135 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:2.25,Str. Acc.:53%,SApM:0.93,Str. Def:50%,,TD Avg.:7.50,TD Acc.:60%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Tai Tuivasa Record: 13-3-0,"Height:6' 2""",Weight:264 lbs.,"Reach:75""",STANCE:Southpaw,"DOB:Mar 16, 1993  ",SLpM:4.48,Str. Acc.:50%,SApM:3.48,Str. Def:51%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:46%,Sub. Avg.:0.0,"
"
 Zubaira Tukhugov Record: 19-5-1,"Height:5' 8""",Weight:145 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Jan 15, 1991  ",SLpM:2.54,Str. Acc.:38%,SApM:2.53,Str. Def:63%,,TD Avg.:2.54,TD Acc.:46%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Teila Tuli Record: 0-1-0,"Height:6' 0""",Weight:430 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jun 14, 1969  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Albert Tumenov Record: 18-4-0,"Height:5' 11""",Weight:170 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Dec 26, 1991  ",SLpM:3.76,Str. Acc.:42%,SApM:3.34,Str. Def:58%,,TD Avg.:0.20,TD Acc.:20%,TD Def.:75%,Sub. Avg.:0.0,"
"
 Maimaiti Tuohati Record: 0-0-0,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Ricky Turcios Record: 11-2-0,"Height:5' 9""",Weight:135 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Jun 05, 1993  ",SLpM:7.33,Str. Acc.:37%,SApM:4.07,Str. Def:64%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Anton Turkalj Record: 7-0-0,"Height:6' 4""",Weight:205 lbs.,Reach:--,STANCE:  ,"DOB:Jun 10, 1996  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Wellington Turman Record: 16-5-0,"Height:6' 0""",Weight:185 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Jul 22, 1996  ",SLpM:2.44,Str. Acc.:42%,SApM:3.75,Str. Def:43%,,TD Avg.:2.31,TD Acc.:22%,TD Def.:100%,Sub. Avg.:0.8,"
"
 Courtney Turner Record: 0-3-0,"Height:6' 2""",Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jalin Turner Record: 10-5-0,"Height:6' 3""",Weight:155 lbs.,"Reach:77""",STANCE:Southpaw,"DOB:May 18, 1995  ",SLpM:6.20,Str. Acc.:47%,SApM:4.37,Str. Def:45%,,TD Avg.:0.71,TD Acc.:66%,TD Def.:78%,Sub. Avg.:1.8,"
"
 Austin Tweedy Record: 8-2-0,"Height:5' 9""",Weight:155 lbs.,Reach:--,STANCE:Orthodox,"DOB:Sep 25, 1990  ",SLpM:4.29,Str. Acc.:66%,SApM:6.43,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Marcin Tybura Record: 22-6-0,"Height:6' 3""",Weight:249 lbs.,"Reach:78""",STANCE:Orthodox,"DOB:Nov 09, 1985  ",SLpM:3.63,Str. Acc.:50%,SApM:3.31,Str. Def:55%,,TD Avg.:1.67,TD Acc.:45%,TD Def.:82%,Sub. Avg.:0.1,"
"
 Alberto Uda Record: 12-2-0,"Height:6' 3""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 08, 1984  ",SLpM:1.79,Str. Acc.:52%,SApM:3.49,Str. Def:45%,,TD Avg.:2.83,TD Acc.:50%,TD Def.:66%,Sub. Avg.:0.0,"
"
 Ryuki Ueyama Record: 12-18-5 (1 NC),"Height:5' 11""",Weight:180 lbs.,Reach:--,STANCE:Southpaw,"DOB:Apr 17, 1976  ",SLpM:0.13,Str. Acc.:21%,SApM:1.40,Str. Def:46%,,TD Avg.:0.50,TD Acc.:100%,TD Def.:0%,Sub. Avg.:1.5,"
"
 Christian Uflacker Record: 5-0-0,"Height:5' 11""",Weight:170 lbs.,Reach:--,STANCE:  ,"DOB:Aug 04, 1985  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Andy Uhrich Record: 11-6-0,"Height:6' 0""",Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Tagir Ulanbekov Record: 13-1-0,"Height:5' 7""",Weight:125 lbs.,"Reach:70""",STANCE:Southpaw,"DOB:Aug 07, 1991  ",SLpM:3.07,Str. Acc.:37%,SApM:3.13,Str. Def:58%,,TD Avg.:5.00,TD Acc.:45%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Carlos Ulberg Record: 5-1-0,"Height:6' 4""",Weight:205 lbs.,"Reach:77""",STANCE:Orthodox,"DOB:Nov 07, 1990  ",SLpM:15.07,Str. Acc.:62%,SApM:8.60,Str. Def:47%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Gasan Umalatov Record: 17-4-2,"Height:5' 11""",Weight:170 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Sep 11, 1982  ",SLpM:2.23,Str. Acc.:39%,SApM:4.10,Str. Def:59%,,TD Avg.:0.75,TD Acc.:17%,TD Def.:90%,Sub. Avg.:0.0,"
"
 Jeremy Umphries Record: 5-2-0,Height:--,Weight:160 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Zach Underwood Record: 13-7-0,"Height:6' 2""",Weight:185 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Caol Uno Record: 33-19-5,"Height:5' 7""",Weight:155 lbs.,"Reach:70""",STANCE:Southpaw,"DOB:May 08, 1975  ",SLpM:1.91,Str. Acc.:49%,SApM:1.90,Str. Def:50%,,TD Avg.:1.95,TD Acc.:31%,TD Def.:37%,Sub. Avg.:0.5,"
"
 Kengo Ura Record: 14-12-2,"Height:5' 9""",Weight:165 lbs.,Reach:--,STANCE:  ,"DOB:Jun 20, 1981  ",SLpM:1.05,Str. Acc.:37%,SApM:2.38,Str. Def:48%,,TD Avg.:2.85,TD Acc.:28%,TD Def.:50%,Sub. Avg.:1.4,"
"
 Hector Urbina Record: 17-10-1,"Height:5' 11""",Weight:170 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Sep 17, 1987  ",SLpM:0.97,Str. Acc.:38%,SApM:2.44,Str. Def:39%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:38%,Sub. Avg.:3.8,"
"
 Elias Urbina Record: 3-1-0,"Height:6' 3""",Weight:185 lbs.,"Reach:77""",STANCE:Southpaw,"DOB:Oct 09, 1993  ",SLpM:3.85,Str. Acc.:37%,SApM:6.17,Str. Def:50%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Gilbert Urbina Record: 6-2-0,"Height:6' 3""",Weight:185 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Apr 05, 1996  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Nick Urso Record: 10-3-0 (1 NC),"Height:5' 6""",Weight:125 lbs.,"Reach:66""",STANCE:Southpaw,"DOB:Sep 26, 1985  ",SLpM:3.61,Str. Acc.:45%,SApM:5.06,Str. Def:36%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Yasuhiro Urushitani Record: 21-8-6,"Height:5' 5""",Weight:125 lbs.,Reach:--,STANCE:Southpaw,"DOB:Sep 08, 1976  ",SLpM:3.47,Str. Acc.:39%,SApM:4.71,Str. Def:65%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:80%,Sub. Avg.:0.0,"
"
 Kamaru Usman Record: 19-1-0,"Height:6' 0""",Weight:170 lbs.,"Reach:76""",STANCE:Switch,"DOB:May 11, 1987  ",SLpM:4.63,Str. Acc.:54%,SApM:2.40,Str. Def:57%,,TD Avg.:3.27,TD Acc.:48%,TD Def.:100%,Sub. Avg.:0.1,"
"
 Darren Uyenoyama Record: 10-6-0,"Height:5' 6""",Weight:125 lbs.,"Reach:65""",STANCE:Orthodox,"DOB:Oct 15, 1979  ",SLpM:1.34,Str. Acc.:39%,SApM:2.21,Str. Def:66%,,TD Avg.:1.42,TD Acc.:33%,TD Def.:35%,Sub. Avg.:0.7,"
"
 Richie Vaculik Record: 10-4-0,"Height:5' 6""",Weight:125 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Jun 19, 1983  ",SLpM:3.69,Str. Acc.:46%,SApM:4.09,Str. Def:57%,,TD Avg.:3.00,TD Acc.:45%,TD Def.:31%,Sub. Avg.:1.0,"
"
 Egidijus Valavicius Record: 29-12-0,"Height:6' 0""",Weight:200 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Genaro Valdez Record: 9-0-0,"Height:5' 10""",Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Charlie Valencia Record: 12-7-0,"Height:5' 3""",Weight:135 lbs.,"Reach:64""",STANCE:Orthodox,"DOB:Oct 31, 1974  ",SLpM:2.58,Str. Acc.:37%,SApM:2.61,Str. Def:77%,,TD Avg.:1.40,TD Acc.:53%,TD Def.:75%,Sub. Avg.:0.5,"
"
 Victor Valenzuela Record: 13-6-2,"Height:5' 10""",Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:1.28,Str. Acc.:100%,SApM:2.55,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Timur Valiev Record: 18-2-0 (1 NC),"Height:5' 6""",Weight:135 lbs.,"Reach:67""",STANCE:Orthodox,"DOB:Jan 19, 1990  ",SLpM:5.35,Str. Acc.:55%,SApM:2.79,Str. Def:50%,,TD Avg.:1.62,TD Acc.:33%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Victor Valimaki Record: 18-10-0,"Height:6' 0""",Weight:205 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:3.94,Str. Acc.:30%,SApM:2.99,Str. Def:67%,,TD Avg.:0.90,TD Acc.:14%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Andrew Valladerez Record: 5-7-0,Height:--,Weight:135 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Isaac Vallie-Flagg Record: 16-7-1,"Height:5' 8""",Weight:155 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Apr 08, 1978  ",SLpM:5.56,Str. Acc.:47%,SApM:5.60,Str. Def:45%,,TD Avg.:0.20,TD Acc.:12%,TD Def.:58%,Sub. Avg.:0.0,"
"
 Mike van Arsdale Record: 8-5-0,"Height:6' 2""",Weight:205 lbs.,Reach:--,STANCE:Switch,"DOB:Jun 20, 1965  ",SLpM:1.52,Str. Acc.:41%,SApM:1.91,Str. Def:41%,,TD Avg.:1.06,TD Acc.:14%,TD Def.:37%,Sub. Avg.:0.0,"
"
 Matt Van Buren Record: 7-6-0,"Height:6' 5""",Weight:205 lbs.,Reach:--,STANCE:  ,"DOB:Jun 12, 1986  ",SLpM:7.73,Str. Acc.:45%,SApM:6.82,Str. Def:49%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Brianna Van Buren Record: 9-3-0,"Height:5' 0""",Weight:115 lbs.,"Reach:62""",STANCE:Southpaw,"DOB:Aug 04, 1993  ",SLpM:3.53,Str. Acc.:41%,SApM:3.23,Str. Def:57%,,TD Avg.:2.50,TD Acc.:45%,TD Def.:66%,Sub. Avg.:0.0,"
"
 Ron van Clief Record: 0-1-0,"Height:5' 10""",Weight:190 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jan 25, 1943  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Lloyd Van Dams Record: 0-1-0,"Height:6' 1""",Weight:240 lbs.,Reach:--,STANCE:Southpaw,"DOB:Mar 05, 1972  ",SLpM:0.00,Str. Acc.:0%,SApM:3.01,Str. Def:15%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Chad Vance Record: 7-5-0,"Height:6' 0""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Jared Vanderaa Record: 12-5-0,"Height:6' 4""",Weight:260 lbs.,"Reach:80""",STANCE:Orthodox,"DOB:May 12, 1992  ",SLpM:5.59,Str. Acc.:49%,SApM:5.05,Str. Def:43%,,TD Avg.:0.53,TD Acc.:100%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Austin Vanderford Record: 4-0-0,"Height:5' 11""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:Mar 21, 1990  ",SLpM:3.90,Str. Acc.:52%,SApM:5.19,Str. Def:45%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:1.9,"
"
 Lando Vannata Record: 12-5-2,"Height:5' 9""",Weight:155 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Mar 14, 1992  ",SLpM:4.67,Str. Acc.:44%,SApM:4.77,Str. Def:54%,,TD Avg.:1.12,TD Acc.:40%,TD Def.:68%,Sub. Avg.:0.3,"
"
 Paige VanZant Record: 8-5-0,"Height:5' 4""",Weight:115 lbs.,"Reach:65""",STANCE:Orthodox,"DOB:Mar 26, 1994  ",SLpM:3.35,Str. Acc.:52%,SApM:2.62,Str. Def:42%,,TD Avg.:1.27,TD Acc.:33%,TD Def.:34%,Sub. Avg.:1.0,"
"
 Paul Varelans Record: 9-9-0,"Height:6' 8""",Weight:300 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Kazula Vargas Record: 12-4-0,"Height:5' 8""",Weight:155 lbs.,"Reach:71""",STANCE:Southpaw,"DOB:Aug 15, 1985  ",SLpM:3.85,Str. Acc.:53%,SApM:1.88,Str. Def:58%,,TD Avg.:0.44,TD Acc.:25%,TD Def.:25%,Sub. Avg.:0.4,"
"
 Jamie Varner Record: 21-11-1 (2 NC),"Height:5' 8""",Weight:155 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Oct 12, 1984  ",SLpM:2.92,Str. Acc.:34%,SApM:2.55,Str. Def:58%,,TD Avg.:3.49,TD Acc.:53%,TD Def.:66%,Sub. Avg.:0.8,"
"
 Guilherme Vasconcelos Record: 9-4-0,"Height:6' 0""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,"DOB:Mar 23, 1986  ",SLpM:3.27,Str. Acc.:29%,SApM:4.40,Str. Def:70%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Linton Vassell Record: 18-5-0 (1 NC),"Height:6' 4""",Weight:205 lbs.,Reach:--,STANCE:  ,"DOB:Jun 03, 1983  ",SLpM:3.39,Str. Acc.:37%,SApM:2.13,Str. Def:54%,,TD Avg.:2.46,TD Acc.:50%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Billy Vaughan Record: 12-17-0,"Height:5' 6""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Dec 02, 1983  ",SLpM:0.00,Str. Acc.:0%,SApM:1.36,Str. Def:50%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Yuri Vaulin Record: 0-1-0,"Height:6' 4""",Weight:197 lbs.,Reach:--,STANCE:Southpaw,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Javier Vazquez Record: 16-5-0,"Height:5' 7""",Weight:145 lbs.,"Reach:69""",STANCE:Southpaw,"DOB:Jul 16, 1977  ",SLpM:2.43,Str. Acc.:36%,SApM:1.99,Str. Def:72%,,TD Avg.:2.56,TD Acc.:52%,TD Def.:57%,Sub. Avg.:1.5,"
"
 Manny Vazquez Record: 11-2-0,"Height:5' 10""",Weight:125 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Nov 19, 1993  ",SLpM:1.47,Str. Acc.:41%,SApM:2.67,Str. Def:48%,,TD Avg.:1.00,TD Acc.:33%,TD Def.:0%,Sub. Avg.:1.0,"
"
 Matt Veach Record: 17-5-0,"Height:5' 11""",Weight:155 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 31, 1981  ",SLpM:1.12,Str. Acc.:28%,SApM:4.91,Str. Def:44%,,TD Avg.:3.64,TD Acc.:38%,TD Def.:100%,Sub. Avg.:1.5,"
"
 Joe Vedepo Record: 18-9-0,"Height:6' 0""",Weight:185 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:1.43,Str. Acc.:42%,SApM:5.71,Str. Def:38%,,TD Avg.:1.07,TD Acc.:20%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Kelly Velasco Record: 2-1-0,"Height:5' 9""",Weight:135 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 21, 1995  ",SLpM:2.27,Str. Acc.:35%,SApM:5.67,Str. Def:47%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Cain Velasquez Record: 14-3-0,"Height:6' 1""",Weight:240 lbs.,"Reach:77""",STANCE:Orthodox,"DOB:Jul 28, 1982  ",SLpM:6.37,Str. Acc.:57%,SApM:2.33,Str. Def:57%,,TD Avg.:5.13,TD Acc.:45%,TD Def.:85%,Sub. Avg.:0.4,"
"
 David Velasquez Record: 10-10-0,"Height:5' 5""",Weight:145 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
